"NOME_CATMETROPOL";"tipo";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Região Metropolitana de Fortaleza";"Total";57,5438596491228;50,2262443438914;36,9620253164557;37,1777476255088;33,8101430429129;32,059186189889;45,8703939008895;61,68108776267;58,5185185185185;44,559585492228;54,014598540146;41,6475972540046;32,4579831932773;37,0122630992196;37,8482228626321;39,568345323741;54,2815674891147;90,5241935483871;86,0730593607306;91,9732441471572;88,8888888888889;84,7161572052402;86,3636363636364;92,358803986711;NA
"Região Metropolitana de Florianópolis";"Total";8,81226053639847;9,9236641221374;6,11510791366906;7,69230769230769;6,17283950617284;5,94059405940594;8,17610062893082;9,66542750929368;6,99300699300699;9,02527075812274;7,86516853932584;10;7,74647887323944;10,8108108108108;10,7142857142857;14,8148148148148;12,5;10,6951871657754;9,42408376963351;13,6125654450262;12,7777777777778;11,3924050632911;15,8730158730159;10,1123595505618;NA
"Região Metropolitana de Feira de Santana";"Total";72,0588235294118;80;71,875;54,1666666666667;66,6666666666667;66,0377358490566;63,9175257731959;76,3779527559055;83,495145631068;80;85,8108108108108;78,4722222222222;73,5849056603774;86,6666666666667;86,5546218487395;84,6153846153846;91,4893617021277;89,3939393939394;96,078431372549;97,6190476190476;99,0566037735849;97,2972972972973;97,9057591623037;95,1219512195122;NA
"Região Metropolitana de Esperança";"Total";60;NA;43,75;71,4285714285714;89,4736842105263;80;100;87,5;100;100;100;96,2962962962963;80;93,3333333333333;76,9230769230769;85,1851851851852;77,2727272727273;93,75;85,7142857142857;94,1176470588235;95;90;94,4444444444444;92,5925925925926;NA
"Região Metropolitana de Curitiba";"Total";9,51704545454546;8,12772133526851;6,21546961325967;6,5359477124183;5,01792114695341;8,7256027554535;5,60747663551402;6,53753026634383;6,72268907563025;5,34550195567145;4,9136786188579;6,3273727647868;7,89865871833085;5,60131795716639;6,28930817610063;8,15899581589958;7,76515151515152;11,5686274509804;9,48453608247423;11,3924050632911;16,5929203539823;25,9259259259259;25,8241758241758;31,0782241014799;NA
"Região Metropolitana de Chapecó";"Total";3,84615384615385;14,7368421052632;5,78512396694215;3,33333333333333;3,2520325203252;5,79710144927536;2,83687943262411;5,55555555555556;7,30337078651685;2,77777777777778;1,79640718562874;6,73575129533679;6,10687022900763;4;8,57142857142857;8,8;12,5;10,077519379845;12,8;18,4873949579832;9,52380952380952;10,655737704918;5;20;NA
"Região Metropolitana de Central";"Total";80;100;90;100;80;80;20;100;60;100;85,7142857142857;100;87,5;66,6666666666667;100;66,6666666666667;60;100;60;100;100;87,5;75;100;NA
"Região Metropolitana de Cascavel";"Total";6,74157303370786;7,18562874251497;5,61797752808989;3,77358490566038;6,32911392405063;3,36538461538462;4,03587443946188;7,2463768115942;6,93069306930693;4,43349753694581;2,47933884297521;4,8780487804878;10,3004291845494;14;13,855421686747;12,3376623376623;5,88235294117647;13,1736526946108;13,1782945736434;10,8695652173913;20,1342281879195;27,7027027027027;35,7142857142857;27,741935483871;NA
"Região Metropolitana de Campo Mourão";"Total";20,7317073170732;6,97674418604651;11,2359550561798;11,6504854368932;12,1212121212121;8,66141732283465;7;16,2393162393162;8,73015873015873;28,5714285714286;31,0606060606061;34,9206349206349;38,1818181818182;37,8787878787879;34,8993288590604;42,0168067226891;40,9090909090909;42,1768707482993;38;40;38,8888888888889;41,6666666666667;35,0515463917526;45,1612903225806;NA
"Região Metropolitana de Campinas";"Total";16,8202764976959;16,331096196868;22,2222222222222;20,3309692671395;24,9488752556237;22,1556886227545;23,1884057971014;21,1538461538462;21,2612612612613;20,7264957264957;25,5905511811024;27,151051625239;27,7136258660508;26,1792452830189;26,4444444444444;28,25;29,620253164557;34,2105263157895;33,8192419825073;34,6704871060172;31,6489361702128;40,9638554216867;38,3863080684597;42,4528301886792;NA
"Região Metropolitana de Campina Grande";"Total";77,8846153846154;72,1311475409836;65,2985074626866;86,8421052631579;92,5742574257426;94,4162436548223;92,9460580912863;93,6802973977695;95,0943396226415;96,4467005076142;95,3703703703704;92,3444976076555;91,3194444444444;88,1458966565349;90,1960784313726;85,6677524429967;88,086642599278;83,1932773109244;91,3934426229508;88,8888888888889;90,2222222222222;85,2017937219731;89,1402714932127;91,1330049261084;NA
"Região Metropolitana de Cajazeiras";"Total";12,5;33,3333333333333;31,8181818181818;26,3157894736842;50;41,1764705882353;47,3684210526316;54,5454545454545;60;60;56;68,75;84,8484848484848;63,3333333333333;75,5102040816327;76,0869565217391;76,1904761904762;77,1428571428572;76,3157894736842;75;93,3333333333333;88,0952380952381;80,4878048780488;85,3658536585366;NA
"Região Metropolitana de Caetés";"Total";70,5882352941177;55;56;46,1538461538462;50;65;62,5;64,2857142857143;66,6666666666667;66,6666666666667;88;77,7777777777778;90,9090909090909;90,9090909090909;89,2857142857143;95,8333333333333;96,6666666666667;94,4444444444444;85,7142857142857;100;92,3076923076923;90;90,4761904761905;92;NA
"Região Metropolitana de Belém";"Total";85,7638888888889;80,4878048780488;91,3544668587896;93,3147632311978;92,0382165605096;89,8514851485149;87,037037037037;86,6013071895425;86,8945868945869;90,0332225913621;91,3232104121475;91,2423625254582;89,9621212121212;87,0192307692308;90,0647948164147;91,1764705882353;90,8878504672897;89,7849462365591;88,7005649717514;92,7027027027027;88,3468834688347;89,6935933147632;90,3225806451613;87,2093023255814;NA
"Região Metropolitana de Belo Horizonte";"Total";60,7293127629734;60,1431980906921;60,1918465227818;60,4142692750288;62,3204419889503;58,1818181818182;61,9261926192619;64,2175572519084;61,3188976377953;61,6424116424116;62,7100840336134;65,3082549634274;62,7232142857143;63,3663366336634;65,2068126520681;64,7632311977716;66,3492063492063;69,0721649484536;66,7300380228137;63,2608695652174;69,4063926940639;66,7368421052632;66,5995975855131;70,5304518664047;NA
